Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
May,17,20:00:00,0.9394,33.0,0.0,0.0,341.58,A,A - Interval,20.0,0.0,40.0,220.0,73.0,123.0,157.0,81.0,1.0,146.33333333333334,73.50056689123764,73.0,220.0,122.57142857142857,49.87937831361198,73.0,220.0,151.64285714285714,54.41805009208069,73.0,245.0,177.5,47.11742484620708,73.0,245.0,-90.0,-0.7317073170731707,0.40694131491291824,31.0002,650,422500,Call Volume_rollmin_30
May,17,14:00:00,0.9444,163.0,1.0,0.0061,304.74,A,A - Interval,14.0,0.0,28.0,157.0,125.0,97.0,1.0,128.0,23.0,108.66666666666667,98.46996157881492,33.0,220.0,109.71428571428571,60.268052027904034,33.0,220.0,136.5,55.91717776525209,33.0,237.0,171.56666666666666,53.52516864205996,33.0,245.0,66.0,0.35833333333333334,0.5493181825460003,153.9372,651,423801,Call Volume_rollmin_30
May,17,21:00:00,0.9583,24.0,0.0,0.0,286.54,A,A - Interval,21.0,0.0,42.0,33.0,220.0,120.0,163.0,97.0,1.0,138.66666666666666,95.8453615639969,33.0,220.0,115.85714285714286,63.5909547326471,33.0,220.0,131.21428571428572,48.72083517572145,33.0,220.0,169.96666666666667,53.020804851741694,33.0,245.0,-96.0,-0.7142857142857143,0.5488738386295063,22.999200000000002,652,425104,Call Volume_rollmin_30
June,20,18:00:00,0.9359,156.0,0.0,0.0,292.76,A,A - Interval,18.0,0.0,36.0,170.0,182.0,251.0,207.0,21.0,230.0,191.0,26.66458325194611,170.0,221.0,192.57142857142858,55.987668710342525,80.0,238.0,176.21428571428572,64.68643725569659,57.0,238.0,174.96666666666667,61.273543446065105,43.0,238.0,-95.0,0.95,0.29073715205667483,146.00039999999998,1155,1334025,Call Volume_rollmin_30
June,20,18:30:00,0.91,101.0,1.0,0.0099,367.71,A,A - Interval,18.0,30.0,37.0,156.0,170.0,238.0,2.0,71.0,43.0,169.33333333333334,13.012814197293592,156.0,182.0,203.42857142857142,33.285918658682,156.0,238.0,170.5,62.495230587252465,57.0,238.0,178.73333333333332,56.13956336410794,57.0,238.0,-137.0,-0.5756302521008403,0.16362460014801547,91.91,1156,1336336,Call Volume_rollmin_30
June,20,19:00:00,0.9589,74.0,1.0,0.0135,365.19,A,A - Interval,19.0,0.0,38.0,101.0,156.0,234.0,1.0,89.0,1.0,142.33333333333334,36.47373484211989,101.0,170.0,183.85714285714286,47.0157015312567,101.0,234.0,162.0,63.331848835503685,57.0,238.0,179.73333333333332,54.394430073202834,57.0,238.0,-160.0,-0.6837606837606838,0.25571865634716157,70.9586,1157,1338649,Call Volume_rollmin_30
June,20,19:30:00,0.9747,80.0,1.0,0.0125,301.06,A,A - Interval,19.0,30.0,39.0,74.0,101.0,223.0,168.0,119.0,2.0,110.33333333333333,41.78915329763517,74.0,156.0,161.0,56.50958620741588,74.0,223.0,153.64285714285714,66.83344066564887,57.0,238.0,178.9,55.84606305390503,57.0,238.0,-143.0,-0.6412556053811659,0.35099121867960176,77.976,1158,1340964,Call Volume_rollmin_30
June,20,13:00:00,0.9755,205.0,1.0,0.0049,313.07,A,A - Interval,13.0,0.0,26.0,80.0,74.0,221.0,226.0,152.0,2.0,85.0,14.177446878754454,74.0,101.0,140.57142857142858,56.207523644844535,74.0,221.0,148.57142857142858,69.68248238724257,57.0,238.0,177.06666666666666,58.19049177772413,57.0,238.0,-16.0,-0.07239819004524888,0.3998502698312111,199.97750000000002,1159,1343281,Call Volume_rollmin_30
June,20,12:30:00,0.9956,225.0,0.0,0.0,311.04,A,A - Interval,12.0,30.0,25.0,205.0,80.0,182.0,1.0,142.0,6.0,119.66666666666667,73.9617018012245,74.0,205.0,138.28571428571428,52.60137604573484,74.0,205.0,148.92857142857142,69.97852888918517,57.0,238.0,178.76666666666668,58.238323283303934,57.0,238.0,43.0,0.23626373626373626,0.38038185157039656,224.01000000000002,1160,1345600,Call Volume_rollmin_30
June,20,20:00:00,0.8824,53.0,2.0,0.0377,412.71,A,A - Interval,20.0,0.0,40.0,225.0,205.0,170.0,225.0,220.0,12.0,170.0,78.58116822750824,80.0,225.0,144.42857142857142,60.47825268325044,74.0,225.0,160.92857142857142,67.35721568989115,64.0,238.0,181.53333333333333,58.40272391695089,57.0,238.0,-117.0,-0.6882352941176471,0.4187416110610812,46.767199999999995,1161,1347921,Call Volume_rollmin_30
June,20,14:30:00,0.9518,251.0,2.0,0.008,310.86,A,A - Interval,14.0,30.0,29.0,225.0,1.0,207.0,21.0,230.0,11.0,161.0,94.0638081304385,53.0,225.0,127.71428571428571,67.94045011555937,53.0,225.0,160.14285714285714,68.62703789083675,53.0,238.0,177.6,62.93433907242377,53.0,238.0,44.0,0.6089743589743589,0.5319722044842456,238.9018,1162,1350244,Call Volume_rollmin_30
June,20,21:30:00,0.9,30.0,0.0,0.0,356.33,A,A - Interval,21.0,30.0,43.0,53.0,225.0,156.0,251.0,207.0,21.0,176.33333333333334,107.59801732993637,53.0,251.0,141.28571428571428,82.46759825473762,53.0,251.0,172.35714285714286,68.48313340114899,53.0,251.0,178.86666666666667,64.04402221604481,53.0,251.0,-126.0,-0.7029702970297029,0.5836938198009741,27.0,1163,1352569,Call Volume_rollmin_30
June,20,22:30:00,0.4,19.0,4.0,0.2105,391.67,A,A - Interval,22.0,30.0,45.0,25.0,30.0,74.0,234.0,1.0,89.0,111.33333333333333,121.50034293504382,30.0,251.0,131.14285714285714,92.05691821083431,30.0,251.0,157.5,75.36347819835454,30.0,251.0,172.5,69.01211787645086,30.0,251.0,-55.0,-0.7432432432432432,0.7019590713244447,7.6000000000000005,1164,1354896,Call Volume_rollmin_30
June,3,09:00:00,0.9766,214.0,0.0,0.0,293.54,B,B - Interval,9.0,0.0,18.0,163.0,43.0,4.0,4.0,73.0,319.0,213.0,219.1506331270798,82.0,466.0,182.42857142857142,132.4699426824276,82.0,466.0,262.57142857142856,130.27941232107685,82.0,466.0,337.1666666666667,139.58487304005874,63.0,512.0,210.0,0.08629441624365482,0.7261469058551239,208.9924,431,185761,Call Volume_rollmin_30
June,3,08:30:00,0.8944,163.0,2.0,0.0123,308.06,B,B - Interval,8.0,30.0,17.0,43.0,39.0,2.0,5.0,121.0,363.0,254.0,195.09997437211499,82.0,466.0,184.85714285714286,132.9366121771681,82.0,466.0,249.28571428571428,124.54435636871135,82.0,466.0,334.0,141.31281026441908,63.0,512.0,161.0,-0.08426966292134831,0.7191315960125012,145.78719999999998,432,186624,Call Volume_rollmin_30
June,3,07:30:00,0.575,43.0,3.0,0.0698,300.15,B,B - Interval,7.0,30.0,15.0,39.0,8.0,3.0,13.0,166.0,392.0,281.0,162.23131633565671,163.0,466.0,182.71428571428572,133.18622837430064,82.0,466.0,231.78571428571428,117.54356218436155,82.0,466.0,330.56666666666666,144.2427750735532,63.0,512.0,40.0,-0.7207792207792207,0.728931664284679,24.724999999999998,433,187489,Call Volume_rollmin_30
June,3,07:00:00,0.8684,39.0,1.0,0.0256,238.47,B,B - Interval,7.0,0.0,14.0,8.0,492.0,1.0,36.0,190.0,458.0,140.0,87.78952101475403,43.0,214.0,166.85714285714286,143.39157177861884,43.0,466.0,206.85714285714286,117.95883059053087,43.0,466.0,320.8333333333333,153.48887038913747,43.0,512.0,38.0,-0.6422018348623854,0.8593672966184348,33.867599999999996,434,188356,Call Volume_rollmin_30
June,2,16:30:00,0.9921,510.0,1.0,0.002,369.24,B,B - Interval,16.0,30.0,33.0,541.0,53.0,393.0,208.0,4.0,9.0,81.66666666666667,70.46512139585997,39.0,163.0,156.85714285714286,150.37001980828092,39.0,466.0,183.78571428571428,116.8629562755041,39.0,466.0,309.46666666666664,161.37976913187595,39.0,512.0,117.0,4.604395604395604,0.9586431135318455,505.971,435,189225,Call Volume_rollmin_30
June,2,17:00:00,0.9955,449.0,2.0,0.0045,325.56,B,B - Interval,17.0,0.0,34.0,510.0,541.0,470.0,315.0,4.0,6.0,197.33333333333334,270.78466229336783,39.0,510.0,216.71428571428572,196.19693701798207,39.0,510.0,197.71428571428572,142.51122955560515,39.0,510.0,313.56666666666666,164.94067550723113,39.0,512.0,-21.0,4.475609756097561,0.905325352093523,446.97950000000003,436,190096,Call Volume_rollmin_30
