Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
May,19,15:30:00,0.9908,1086.0,1.0,0.0009,337.76,C,C - Interval,15.0,30.0,31.0,1031.0,1060.0,1061.0,23.0,14.0,17.0,1051.6666666666667,18.009256878988708,1031.0,1064.0,1053.2857142857142,13.187295473465822,1031.0,1067.0,954.5,160.8509821590734,520.0,1067.0,897.9666666666667,211.5102481145329,15.0,1067.0,25.0,0.0235626767200754,0.01252015032066469,1076.0088,590,348100,Call Volume_rollmean_30
May,19,16:00:00,0.9925,1064.0,3.0,0.0028,370.16,C,C - Interval,16.0,0.0,32.0,1086.0,1031.0,1067.0,121.0,25.0,14.0,1059.0,27.51363298439647,1031.0,1086.0,1056.857142857143,18.096303226789573,1031.0,1086.0,964.7857142857143,164.551688662737,520.0,1086.0,933.6666666666666,133.2424115283309,520.0,1086.0,-3.0,-0.0028116213683223993,0.017122752444921195,1056.02,591,349281,Call Volume_rollmean_30
May,20,01:00:00,1.0,27.0,0.0,0.0,371.0,C,C - Interval,1.0,0.0,2.0,1064.0,1086.0,1046.0,239.0,45.0,10.0,1060.3333333333333,27.682726262660676,1031.0,1086.0,1056.4285714285713,17.84990329438153,1031.0,1086.0,986.1428571428571,155.79762866905642,520.0,1086.0,947.6666666666666,123.46333626748829,520.0,1086.0,-1019.0,-0.9741873804971319,0.016896460183998745,27.0,592,350464,Call Volume_rollmean_30
May,19,09:30:00,0.9911,680.0,3.0,0.0044,321.14,C,C - Interval,9.0,30.0,19.0,27.0,1064.0,1044.0,810.0,69.0,11.0,725.6666666666666,605.1630634245066,27.0,1086.0,910.8571428571429,390.1258038852888,27.0,1086.0,931.7857142857143,298.0547648623369,27.0,1086.0,917.0666666666667,208.57330363329282,27.0,1086.0,-364.0,-0.3486590038314176,0.4283062464236232,673.948,593,351649,Call Volume_rollmean_30
May,20,00:30:00,1.0,45.0,0.0,0.0,347.89,C,C - Interval,0.0,30.0,1.0,520.0,878.0,185.0,634.0,1086.0,1061.0,590.3333333333334,524.2826845637127,27.0,1064.0,858.8571428571429,393.6641667595315,27.0,1086.0,943.2142857142857,283.7762332357145,27.0,1086.0,906.9,212.54343977903306,27.0,1086.0,-140.0,-0.9577067669172933,0.4583581449295942,45.0,594,352836,Call Volume_rollmean_30
May,19,18:30:00,0.5966,726.0,12.0,0.0165,364.04,C,C - Interval,18.0,30.0,37.0,814.0,1034.0,1031.0,1048.0,34.0,8.0,586.3333333333334,501.1091032233733,45.0,1034.0,709.5714285714286,480.3335150853894,27.0,1086.0,882.6428571428571,372.53881721193886,27.0,1086.0,879.8333333333334,265.201430709894,27.0,1086.0,-305.0,-0.29582929194956353,0.6769346900740338,433.1316,596,355216,Call Volume_rollmean_30
April,7,08:00:00,1.0,202.0,0.0,0.0,285.73,C,C - Interval,8.0,0.0,16.0,980.0,678.0,1126.0,945.0,117.0,7.0,905.6666666666666,201.08290164341258,678.0,1059.0,1011.0,153.21771002945124,678.0,1126.0,1043.7857142857142,127.91835050376538,678.0,1165.0,888.0,291.10289684529766,80.0,1165.0,-924.0,-0.8206039076376554,0.1515506528481219,202.0,3154,9947716,Call Volume_rollmean_30
May,7,11:00:00,0.9763,890.0,3.0,0.0034,336.13,C,C - Interval,11.0,0.0,22.0,890.0,747.0,15.0,128.0,14.0,413.0,769.3333333333334,111.19502386948119,671.0,890.0,614.1428571428571,299.2637791711673,129.0,976.0,784.0,328.2189700606779,129.0,1193.0,881.3666666666667,327.04639377030384,12.0,1200.0,875.0,-0.08811475409836066,0.4872869165383045,868.9069999999999,3487,12159169,Call Volume_rollmean_30
May,7,11:30:00,0.9822,899.0,0.0,0.0,327.05,C,C - Interval,11.0,30.0,23.0,890.0,890.0,281.0,196.0,11.0,352.0,842.3333333333334,82.56108849412348,747.0,890.0,601.8571428571429,283.27044119911704,129.0,890.0,768.7142857142857,316.95969862026686,129.0,1193.0,890.2,323.4421975754146,12.0,1200.0,618.0,5.0,0.4706605953937382,882.9978,3488,12166144,Call Volume_rollmean_30
May,7,12:00:00,0.9978,930.0,1.0,0.0011,338.8,C,C - Interval,12.0,0.0,24.0,899.0,890.0,355.0,225.0,402.0,1008.0,893.0,5.196152422817575,890.0,899.0,711.8571428571429,208.74739804480558,355.0,899.0,761.4285714285714,312.3483544145772,129.0,1193.0,893.0333333333333,323.1238134996776,12.0,1200.0,575.0,1.619718309859155,0.293243384770949,927.9540000000001,3489,12173121,Call Volume_rollmean_30
May,7,12:30:00,0.9942,865.0,2.0,0.0023,337.42,C,C - Interval,12.0,30.0,25.0,930.0,899.0,531.0,30.0,31.0,241.0,906.3333333333334,20.984120980743644,890.0,930.0,794.0,149.6996993984986,531.0,930.0,764.0,313.6691054157351,129.0,1193.0,892.7666666666667,323.0887230908957,12.0,1200.0,334.0,0.6290018832391714,0.1885386642298471,859.983,3490,12180100,Call Volume_rollmean_30
May,7,13:00:00,0.9904,941.0,2.0,0.0021,338.03,C,C - Interval,13.0,0.0,26.0,865.0,930.0,671.0,4.0,65.0,9.0,898.0,32.51153641403543,865.0,930.0,841.7142857142857,95.2150448296167,671.0,930.0,740.5714285714286,290.5595965045362,129.0,1071.0,898.6666666666666,320.8287042508262,12.0,1200.0,270.0,0.40238450074515647,0.11312038591434435,931.9663999999999,3491,12187081,Call Volume_rollmean_30
May,7,13:30:00,0.9864,959.0,1.0,0.001,350.53,C,C - Interval,13.0,30.0,27.0,941.0,865.0,747.0,94.0,83.0,11.0,912.0,41.073105555839724,865.0,941.0,880.2857142857143,64.15531748737722,747.0,941.0,732.6428571428571,282.8192157389744,129.0,1071.0,895.1666666666666,319.7368619967675,12.0,1200.0,212.0,0.2838018741633199,0.07288010749945481,945.9576000000001,3492,12194064,Call Volume_rollmean_30
May,7,06:30:00,0.9773,44.0,0.0,0.0,308.86,C,C - Interval,6.0,30.0,13.0,959.0,941.0,890.0,995.0,91.0,10.0,921.6666666666666,49.893219312191974,865.0,959.0,910.5714285714286,33.43080985588973,865.0,959.0,724.6428571428571,273.9572137123874,129.0,976.0,894.6666666666666,319.62103997609734,12.0,1200.0,-846.0,-0.950561797752809,0.03671409930831944,43.0012,3493,12201049,Call Volume_rollmean_30
May,7,14:00:00,1.0,928.0,3.0,0.0032,350.59,C,C - Interval,14.0,0.0,28.0,44.0,959.0,890.0,15.0,128.0,14.0,648.0,523.1567642686092,44.0,959.0,789.7142857142857,330.3996137435781,44.0,959.0,701.9285714285714,316.2551220103824,44.0,976.0,895.7333333333333,316.61299484662163,44.0,1200.0,38.0,0.04269662921348315,0.4183786715276857,928.0,3494,12208036,Call Volume_rollmean_30
May,7,05:00:00,1.0,10.0,0.0,0.0,351.8,C,C - Interval,5.0,0.0,10.0,928.0,44.0,899.0,281.0,196.0,11.0,643.6666666666666,519.5578248215828,44.0,959.0,795.1428571428571,332.6266318118215,44.0,959.0,698.5,313.30171007905653,44.0,959.0,887.6,312.37704891629744,44.0,1200.0,-889.0,-0.9888765294771968,0.4183231086386544,10.0,3495,12215025,Call Volume_rollmean_30
