Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
June,2,13:30:00,0.4808,1151.0,32.0,0.0278,375.25,C,C - Interval,13.0,30.0,27.0,1161.0,1032.0,19.0,13.0,98.0,456.0,1074.0,75.35914012248321,1029.0,1161.0,707.5714285714286,504.8332586583606,11.0,1161.0,499.57142857142856,494.4461881408664,11.0,1161.0,283.3666666666667,401.1605993075363,7.0,1161.0,1132.0,5.0,0.7134732102985109,553.4008,90,8100,Call Volume_rollstd_7
May,29,02:00:00,0.4,22.0,2.0,0.0909,453.5,C,C - Interval,2.0,0.0,4.0,28.0,29.0,967.0,597.0,48.0,996.0,36.333333333333336,13.576941236284169,28.0,52.0,470.14285714285717,501.46433192249714,28.0,1029.0,432.2142857142857,357.59478110359413,28.0,1029.0,449.4,313.49669744726964,23.0,1029.0,-945.0,-0.9772492244053774,1.066621186100723,8.8,155,24025,Call Volume_rollstd_7
May,28,07:30:00,0.9918,123.0,1.0,0.0081,278.74,C,C - Interval,7.0,30.0,15.0,46.0,153.0,3.0,172.0,1057.0,19.0,62.666666666666664,34.96188400720964,23.0,89.0,598.2857142857143,501.7667832388917,23.0,1037.0,608.4285714285714,385.1368816179744,23.0,1037.0,392.6,411.366654139505,3.0,1037.0,120.0,-0.8757575757575757,0.8386741840191599,121.9914,200,40000,Call Volume_rollstd_7
June,3,02:30:00,0.8889,18.0,0.0,0.0,465.11,C,C - Interval,2.0,30.0,5.0,23.0,31.0,1104.0,600.0,1188.0,90.0,34.333333333333336,13.316656236960165,23.0,49.0,366.85714285714283,517.2367055070721,23.0,1137.0,365.0,371.4060601800427,23.0,1137.0,498.0,391.45519847588287,23.0,1137.0,-1086.0,-0.9836956521739131,1.409913138064449,16.0002,463,214369,Call Volume_rollstd_7
May,27,03:30:00,1.0,7.0,0.0,0.0,352.43,C,C - Interval,3.0,30.0,7.0,547.0,10.0,128.0,18.0,345.0,458.0,12.0,6.082762530262484,8.0,19.0,589.1428571428571,543.6026209684883,8.0,1106.0,666.0,453.50379525169575,8.0,1106.0,695.0333333333333,397.6321713319493,8.0,1106.0,-121.0,-0.9936708860759493,0.9227008600338066,7.0,920,846400,Call Volume_rollstd_7
May,26,13:30:00,1.0,470.0,0.0,0.0,346.83,C,C - Interval,13.0,30.0,27.0,494.0,17.0,318.0,10.0,257.0,90.0,11.333333333333334,6.658328118446713,7.0,19.0,432.14285714285717,527.9250036925795,7.0,1057.0,622.7142857142857,486.6601133584563,7.0,1106.0,683.9333333333333,412.2634689322979,7.0,1106.0,152.0,-0.543245869776482,1.2216446366439855,470.0,921,848241,Call Volume_rollstd_7
June,16,13:30:00,0.5974,1078.0,20.0,0.0186,350.54,C,C - Interval,13.0,30.0,27.0,1036.0,1046.0,758.0,44.0,942.0,184.0,1050.0,16.37070554378642,1036.0,1068.0,563.5714285714286,525.9574942086915,10.0,1068.0,431.5,416.1827908318834,10.0,1068.0,370.43333333333334,346.15600263597776,8.0,1068.0,320.0,0.42216358839050133,0.9332579111434324,643.9972,2135,4558225,Call Volume_rollstd_7
June,16,14:00:00,0.9644,1097.0,1.0,0.0009,352.16,C,C - Interval,14.0,0.0,28.0,1078.0,1036.0,16.0,89.0,10.0,205.0,1053.3333333333333,21.939310229236845,1036.0,1078.0,609.2857142857143,558.5686213545342,10.0,1078.0,505.35714285714283,433.51365999999723,10.0,1078.0,386.7,367.6297941098367,8.0,1078.0,1081.0,5.0,0.9167597536885672,1057.9468,2136,4562496,Call Volume_rollstd_7
June,16,14:30:00,0.4877,1106.0,48.0,0.0434,336.28,C,C - Interval,14.0,30.0,29.0,1097.0,1078.0,11.0,121.0,10.0,241.0,1070.3333333333333,31.214312956314213,1036.0,1097.0,763.7142857142857,514.9325892081141,10.0,1097.0,577.3571428571429,442.6541638697286,10.0,1097.0,403.6,388.3663929492527,8.0,1097.0,1095.0,5.0,0.6742476850835764,539.3962,2137,4566769,Call Volume_rollstd_7
April,21,17:30:00,0.9966,892.0,1.0,0.0011,355.08,C,C - Interval,17.0,30.0,35.0,984.0,1048.0,20.0,964.0,48.0,6.0,1045.3333333333333,60.04442799573455,984.0,1104.0,530.2857142857143,508.7084018327569,20.0,1104.0,406.57142857142856,405.08512197309284,20.0,1104.0,281.1666666666667,367.5246258071861,6.0,1104.0,872.0,5.0,0.9593100250078929,888.9672,2462,6061444,Call Volume_rollstd_7
