Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,client,source_sheet,hour,minute,time_index,Call Volume_lag_1,Call Volume_lag_2,Call Volume_lag_7,Call Volume_lag_14,Call Volume_lag_21,Call Volume_lag_28,Call Volume_rollmean_3,Call Volume_rollstd_3,Call Volume_rollmin_3,Call Volume_rollmax_3,Call Volume_rollmean_7,Call Volume_rollstd_7,Call Volume_rollmin_7,Call Volume_rollmax_7,Call Volume_rollmean_14,Call Volume_rollstd_14,Call Volume_rollmin_14,Call Volume_rollmax_14,Call Volume_rollmean_30,Call Volume_rollstd_30,Call Volume_rollmin_30,Call Volume_rollmax_30,diff_lag7,pct_change_7,volatility_ratio,volume_x_service,trend,trend_squared,outlier_column
June,2,13:30:00,0.4808,1151.0,32.0,0.0278,375.25,C,C - Interval,13.0,30.0,27.0,1161.0,1032.0,19.0,13.0,98.0,456.0,1074.0,75.35914012248321,1029.0,1161.0,707.5714285714286,504.8332586583606,11.0,1161.0,499.57142857142856,494.4461881408664,11.0,1161.0,283.3666666666667,401.1605993075363,7.0,1161.0,1132.0,5.0,0.7134732102985109,553.4008,90,8100,Call Volume_rollmin_3
June,2,09:30:00,0.7935,751.0,15.0,0.02,314.49,C,C - Interval,9.0,30.0,19.0,1151.0,1161.0,11.0,12.0,107.0,492.0,1114.6666666666667,71.76582287783921,1032.0,1161.0,870.2857142857143,419.64616614703505,11.0,1161.0,580.9285714285714,501.7024040183606,11.0,1161.0,310.53333333333336,431.3108114712105,7.0,1161.0,740.0,5.0,0.4821935592628439,595.9185,91,8281,Call Volume_rollmin_3
May,28,22:30:00,0.9942,172.0,1.0,0.0058,317.33,C,C - Interval,22.0,30.0,45.0,1014.0,967.0,441.0,936.0,23.0,760.0,1003.3333333333334,32.34707611721786,967.0,1029.0,599.0,385.3050739349278,199.0,1029.0,634.5714285714286,284.3986136192853,199.0,1029.0,495.26666666666665,275.7101092956444,23.0,1029.0,-269.0,-0.6055045871559633,0.6432472018947042,171.0024,151,22801,Call Volume_rollmin_3
May,28,12:00:00,0.8606,1037.0,4.0,0.0039,336.52,C,C - Interval,12.0,0.0,24.0,990.0,921.0,338.0,11.0,14.0,6.0,933.6666666666666,51.18919156748962,890.0,990.0,725.0,236.41418457162615,338.0,990.0,537.5,392.2230036795198,11.0,1010.0,334.26666666666665,375.3741061131282,3.0,1010.0,699.0,2.0680473372781063,0.3260885304436223,892.4422000000001,194,37636,Call Volume_rollmin_3
May,28,12:30:00,0.6246,996.0,21.0,0.0211,344.7,C,C - Interval,12.0,30.0,25.0,1037.0,990.0,514.0,1010.0,31.0,420.0,982.6666666666666,58.346665143203566,921.0,1037.0,824.8571428571429,188.46965146625013,514.0,1037.0,610.7857142857143,382.00003595880395,24.0,1037.0,364.46666666666664,394.41888579436016,3.0,1037.0,482.0,0.9377431906614786,0.2284876273404487,622.1016000000001,195,38025,Call Volume_rollmin_3
May,28,13:00:00,0.8292,977.0,5.0,0.0051,335.99,C,C - Interval,13.0,0.0,26.0,996.0,1037.0,662.0,24.0,23.0,319.0,1007.6666666666666,25.57994005726192,990.0,1037.0,893.7142857142857,136.98748639409266,662.0,1037.0,609.7857142857143,380.89129855994526,24.0,1037.0,394.26666666666665,407.4616913098182,3.0,1037.0,315.0,0.47583081570996977,0.1532788370777891,810.1284,196,38416,Call Volume_rollmin_3
May,28,06:00:00,1.0,23.0,0.0,0.0,265.96,C,C - Interval,6.0,0.0,12.0,977.0,996.0,760.0,153.0,17.0,1114.0,1003.3333333333334,30.66485501894823,977.0,1037.0,938.7142857142857,92.7931647729063,760.0,1037.0,677.8571428571429,352.22869693574796,46.0,1037.0,424.1333333333333,416.4466876782201,3.0,1037.0,-737.0,-0.9697368421052631,0.09885133973677433,23.0,197,38809,Call Volume_rollmin_3
May,30,13:00:00,0.9791,957.0,1.0,0.001,351.9,C,C - Interval,13.0,0.0,26.0,986.0,896.0,526.0,40.0,63.0,802.0,927.3333333333334,50.84617324178017,896.0,986.0,595.8571428571429,406.0617475915986,18.0,986.0,368.64285714285717,372.6275944905639,18.0,986.0,378.1,405.42020346710694,8.0,1037.0,431.0,0.8193916349809885,0.6814750019518556,936.9987,222,49284,Call Volume_rollmin_3
May,30,13:30:00,0.9968,949.0,2.0,0.0021,328.9,C,C - Interval,13.0,30.0,27.0,957.0,986.0,65.0,50.0,9.0,802.0,946.3333333333334,45.93836450433464,896.0,986.0,657.4285714285714,425.89586252308914,18.0,986.0,434.14285714285717,390.5776505368697,18.0,986.0,379.3,407.1322033866675,8.0,1037.0,884.0,5.0,0.6478207383010917,945.9632,223,49729,Call Volume_rollmin_3
May,30,14:00:00,0.8047,1027.0,8.0,0.0078,336.66,C,C - Interval,14.0,0.0,28.0,949.0,957.0,780.0,99.0,18.0,802.0,964.0,19.46792233392591,949.0,986.0,783.7142857142857,344.1727832962757,18.0,986.0,498.35714285714283,396.42102853926895,18.0,986.0,377.93333333333334,405.0751257128292,8.0,1037.0,247.0,0.31666666666666665,0.4391559393135126,826.4268999999999,224,50176,Call Volume_rollmin_3
May,30,14:30:00,0.7764,973.0,16.0,0.0164,329.45,C,C - Interval,14.0,30.0,29.0,1027.0,949.0,900.0,171.0,8.0,802.0,977.6666666666666,42.910760111341496,949.0,1027.0,819.0,356.1806657676229,18.0,1027.0,564.6428571428571,402.0533082034803,18.0,1027.0,377.6,404.51781427888386,8.0,1027.0,73.0,5.0,0.43489702779929534,755.4372,225,50625,Call Volume_rollmin_3
